Question,Answer
What is a q-analog of the Angelescu polynomials?,"A q-analog of the Angelescu polynomials can be defined as πn,q(x) := eq(xqn)Dq[n][Eq(-x)Pn(x)], where eq and Eq are the q-exponential functions, Dq is the q-derivative, and Pn is a ""q-Appell set""."
What is the relationship between the observations in linear regression models when considering correlated data?,"The observations are assumed to be correlated, which means that they do not follow a standard independent and identically distributed (i.i.d.) assumption."
What is the term for a theoretical framework that describes how space and time are connected?,"The theory of relativity, which was researched by Angelina Cabras."
"What is the mathematical concept that Angelo Marchetti wrote about with a ""nuovo, facile, e sicuro metodo"" in one of his books?","The mathematical concept that Angelo Marchetti wrote about with a new, easy, and secure method is proportionality."
What property does a surface have if it remains self-similar as it evolves under the mean curvature flow?,The surface must remain embedded in three-dimensional Euclidean space with the property that it remains self-similar under the mean curvature flow.
What is the relation between the Anger function Jν(z) and the Bessel functions?,"The Anger function Jν(z) satisfies the recurrence relations involving Bessel functions, specifically: zJ'ν(z) ± νJν(z) = ±zJν±1(z) ± (sin πν)/π."
"What is the definition of an angle in mathematics, specifically in the context of Euclidean geometry?","An angle is a figure formed by two rays sharing a common endpoint, called the vertex, where the sides are half-lines extending from the vertex."
What are the spherical coordinates?,"Spherical coordinates (r, θ, ψ) consist of three components: r is the radius or distance from a point to the origin, θ is the inclination angle measured from the positive z-axis, and ψ is the azimuthal angle measured in the xy-plane from the positive x-axis."
What is a geometric figure formed by two rays meeting at a common point?,"A triangle or more generally any polygon with three or more sides can be formed by two rays meeting at a common point, but a specific and simpler example of such a geometric figure is a triangle."
What is the formula for calculating the defect at a vertex of a polyhedron?,The defect at a vertex equals 2π minus the sum of all the angles at the vertex (all the faces at the vertex are included).
What is the equation for the angular separation of two points located on the surface of a sphere as seen from the center of the sphere?,$\theta =\cos ^{-1}\left[\sin \delta _{A}\sin \delta _{B}+\cos \delta _{A}\cos \delta _{B}\cos(\alpha _{A}-\alpha _{B})\right]$
What is the relationship between the angular resolution of a planar graph and its distance-coloring?,"The angular resolution of a planar graph is related to its distance-coloring, as a higher angular resolution can be achieved by increasing the chromatic number of the square of the graph."
What is the name of the award given to Angus MacFarlane-Grieve in June 1917 for distinguished service in the field?,"Military Cross (MC) for distinguished service in the field, awarded on 1 June 1917 by The London Gazette (Supplement), pages 5468-5481."
What is a quadratic form over a field F said to be isotropic if?,there exists a non-zero vector on which the form evaluates to zero.
What is a property shared by all first-order theories with an ω-inconsistent theory as a subtheory?,A theory T is called ω-consistent if there is no formula ϕ(x) such that {ϕ(n) | n ∈ω} ⊢ ∀x ϕ(x).
What is the expression for 1/p in case p > 3 according to the Ankeny–Artin–Chowla congruence?,"-2mht/u ≡ ∑0<k<dχ(k)/k⌊k/p⌋ (mod p), where m = d/p and χ is the Dirichlet character for the quadratic field."
What is the Hansen's theory for the motion of an artificial satellite?,"The Hansen's theory is a modified version used by Ann E. Bailie in her work on artificial satellites, which is an analytical representation of Musen's theory also known as Modified Hansen's Theory for the Motion of an Artificial Satellite."
